probability p,quantile(p)
0.50937,0.023489267
0.50938,0.02351434
0.50939,0.023539413
0.5094,0.023564486
0.50941,0.02358956
0.50942,0.023614633
0.50943,0.023639706
0.50944,0.02366478
0.50945,0.023689853
0.50946,0.023714926
0.50947,0.02374
0.50948,0.023765073
0.50949,0.023790146
0.5095,0.02381522
0.50951,0.023840293
0.50952,0.023865366
0.50953,0.02389044
0.50954,0.023915513
0.50955,0.023940587
0.50956,0.02396566
0.50957,0.023990734
0.50958,0.024015807
0.50959,0.024040881
0.5096,0.024065954
0.50961,0.024091028
0.50962,0.024116101
0.50963,0.024141175
0.50964,0.024166249
0.50965,0.024191322
0.50966,0.024216396
0.50967,0.024241469
0.50968,0.024266543
0.50969,0.024291617
0.5097,0.02431669
0.50971,0.024341764
0.50972,0.024366838
0.50973,0.024391912
0.50974,0.024416985
0.50975,0.024442059
0.50976,0.024467133
0.50977,0.024492207
0.50978,0.024517281
0.50979,0.024542354
0.5098,0.024567428
0.50981,0.024592502
0.50982,0.024617576
0.50983,0.02464265
0.50984,0.024667724
0.50985,0.024692798
0.50986,0.024717872
0.50987,0.024742945
0.50988,0.024768019
0.50989,0.024793093
0.5099,0.024818167
0.50991,0.024843241
0.50992,0.024868315
0.50993,0.02489339
0.50994,0.024918464
0.50995,0.024943538
0.50996,0.024968612
0.50997,0.024993686
0.50998,0.02501876
0.50999,0.025043834
0.51,0.025068908
0.51001,0.025093982
0.51002,0.025119057
0.51003,0.025144131
0.51004,0.025169205
0.51005,0.025194279
0.51006,0.025219354
0.51007,0.025244428
0.51008,0.025269502
0.51009,0.025294576
0.5101,0.025319651
0.51011,0.025344725
0.51012,0.025369799
0.51013,0.025394874
0.51014,0.025419948
0.51015,0.025445022
0.51016,0.025470097
0.51017,0.025495171
0.51018,0.025520246
0.51019,0.02554532
0.5102,0.025570395
0.51021,0.025595469
0.51022,0.025620544
0.51023,0.025645618
0.51024,0.025670693
0.51025,0.025695767
0.51026,0.025720842
0.51027,0.025745916
0.51028,0.025770991
0.51029,0.025796066
0.5103,0.02582114
0.51031,0.025846215
0.51032,0.02587129
0.51033,0.025896364
0.51034,0.025921439
0.51035,0.025946514
0.51036,0.025971588
0.51037,0.025996663
0.51038,0.026021738
0.51039,0.026046813
0.5104,0.026071887
0.51041,0.026096962
0.51042,0.026122037
0.51043,0.026147112
0.51044,0.026172187
0.51045,0.026197262
0.51046,0.026222337
0.51047,0.026247411
0.51048,0.026272486
0.51049,0.026297561
0.5105,0.026322636
0.51051,0.026347711
0.51052,0.026372786
0.51053,0.026397861
0.51054,0.026422936
0.51055,0.026448011
0.51056,0.026473086
0.51057,0.026498161
0.51058,0.026523237
0.51059,0.026548312
0.5106,0.026573387
0.51061,0.026598462
0.51062,0.026623537
0.51063,0.026648612
0.51064,0.026673687
0.51065,0.026698763
0.51066,0.026723838
0.51067,0.026748913
0.51068,0.026773988
0.51069,0.026799064
0.5107,0.026824139
0.51071,0.026849214
0.51072,0.02687429
0.51073,0.026899365
0.51074,0.02692444
0.51075,0.026949516
0.51076,0.026974591
0.51077,0.026999667
0.51078,0.027024742
0.51079,0.027049817
0.5108,0.027074893
0.51081,0.027099968
0.51082,0.027125044
0.51083,0.027150119
0.51084,0.027175195
0.51085,0.02720027
0.51086,0.027225346
0.51087,0.027250422
0.51088,0.027275497
0.51089,0.027300573
0.5109,0.027325648
0.51091,0.027350724
0.51092,0.0273758
0.51093,0.027400875
0.51094,0.027425951
0.51095,0.027451027
0.51096,0.027476103
0.51097,0.027501178
0.51098,0.027526254
0.51099,0.02755133
0.511,0.027576406
0.51101,0.027601482
0.51102,0.027626557
0.51103,0.027651633
0.51104,0.027676709
0.51105,0.027701785
0.51106,0.027726861
0.51107,0.027751937
0.51108,0.027777013
0.51109,0.027802089
0.5111,0.027827165
0.51111,0.027852241
0.51112,0.027877317
0.51113,0.027902393
0.51114,0.027927469
0.51115,0.027952545
0.51116,0.027977621
0.51117,0.028002697
0.51118,0.028027773
0.51119,0.028052849
0.5112,0.028077926
0.51121,0.028103002
0.51122,0.028128078
0.51123,0.028153154
0.51124,0.02817823
0.51125,0.028203307
0.51126,0.028228383
0.51127,0.028253459
0.51128,0.028278535
0.51129,0.028303612
0.5113,0.028328688
0.51131,0.028353764
0.51132,0.028378841
0.51133,0.028403917
0.51134,0.028428994
0.51135,0.02845407
0.51136,0.028479146
0.51137,0.028504223
0.51138,0.028529299
0.51139,0.028554376
0.5114,0.028579452
0.51141,0.028604529
0.51142,0.028629605
0.51143,0.028654682
0.51144,0.028679759
0.51145,0.028704835
0.51146,0.028729912
0.51147,0.028754988
0.51148,0.028780065
0.51149,0.028805142
0.5115,0.028830219
0.51151,0.028855295
0.51152,0.028880372
0.51153,0.028905449
0.51154,0.028930525
0.51155,0.028955602
0.51156,0.028980679
0.51157,0.029005756
0.51158,0.029030833
0.51159,0.02905591
0.5116,0.029080986
0.51161,0.029106063
0.51162,0.02913114
0.51163,0.029156217
0.51164,0.029181294
0.51165,0.029206371
0.51166,0.029231448
0.51167,0.029256525
0.51168,0.029281602
0.51169,0.029306679
0.5117,0.029331756
0.51171,0.029356833
0.51172,0.02938191
0.51173,0.029406987
0.51174,0.029432065
0.51175,0.029457142
0.51176,0.029482219
0.51177,0.029507296
0.51178,0.029532373
0.51179,0.029557451
0.5118,0.029582528
0.51181,0.029607605
0.51182,0.029632682
0.51183,0.02965776
0.51184,0.029682837
0.51185,0.029707914
0.51186,0.029732992
0.51187,0.029758069
0.51188,0.029783146
0.51189,0.029808224
0.5119,0.029833301
0.51191,0.029858379
0.51192,0.029883456
0.51193,0.029908534
0.51194,0.029933611
0.51195,0.029958689
0.51196,0.029983766
0.51197,0.030008844
0.51198,0.030033921
0.51199,0.030058999
0.512,0.030084077
0.51201,0.030109154
0.51202,0.030134232
0.51203,0.03015931
0.51204,0.030184387
0.51205,0.030209465
0.51206,0.030234543
0.51207,0.03025962
0.51208,0.030284698
0.51209,0.030309776
0.5121,0.030334854
0.51211,0.030359932
0.51212,0.03038501
0.51213,0.030410087
0.51214,0.030435165
0.51215,0.030460243
0.51216,0.030485321
0.51217,0.030510399
0.51218,0.030535477
0.51219,0.030560555
0.5122,0.030585633
0.51221,0.030610711
0.51222,0.030635789
0.51223,0.030660867
0.51224,0.030685945
0.51225,0.030711023
0.51226,0.030736101
0.51227,0.03076118
0.51228,0.030786258
0.51229,0.030811336
0.5123,0.030836414
0.51231,0.030861492
0.51232,0.030886571
0.51233,0.030911649
0.51234,0.030936727
0.51235,0.030961805
0.51236,0.030986884
0.51237,0.031011962
0.51238,0.03103704
0.51239,0.031062119
0.5124,0.031087197
0.51241,0.031112275
0.51242,0.031137354
0.51243,0.031162432
0.51244,0.031187511
0.51245,0.031212589
0.51246,0.031237668
0.51247,0.031262746
0.51248,0.031287825
0.51249,0.031312903
0.5125,0.031337982
0.51251,0.031363061
0.51252,0.031388139
0.51253,0.031413218
0.51254,0.031438297
0.51255,0.031463375
0.51256,0.031488454
0.51257,0.031513533
0.51258,0.031538611
0.51259,0.03156369
0.5126,0.031588769
0.51261,0.031613848
0.51262,0.031638927
0.51263,0.031664005
0.51264,0.031689084
0.51265,0.031714163
0.51266,0.031739242
0.51267,0.031764321
0.51268,0.0317894
0.51269,0.031814479
0.5127,0.031839558
0.51271,0.031864637
0.51272,0.031889716
0.51273,0.031914795
0.51274,0.031939874
0.51275,0.031964953
0.51276,0.031990032
0.51277,0.032015111
0.51278,0.03204019
0.51279,0.03206527
0.5128,0.032090349
0.51281,0.032115428
0.51282,0.032140507
0.51283,0.032165586
0.51284,0.032190666
0.51285,0.032215745
0.51286,0.032240824
0.51287,0.032265904
0.51288,0.032290983
0.51289,0.032316062
0.5129,0.032341142
0.51291,0.032366221
0.51292,0.032391301
0.51293,0.03241638
0.51294,0.032441459
0.51295,0.032466539
0.51296,0.032491618
0.51297,0.032516698
0.51298,0.032541778
0.51299,0.032566857
0.513,0.032591937
0.51301,0.032617016
0.51302,0.032642096
0.51303,0.032667176
0.51304,0.032692255
0.51305,0.032717335
0.51306,0.032742415
0.51307,0.032767494
0.51308,0.032792574
0.51309,0.032817654
0.5131,0.032842734
0.51311,0.032867814
0.51312,0.032892893
0.51313,0.032917973
0.51314,0.032943053
0.51315,0.032968133
0.51316,0.032993213
0.51317,0.033018293
0.51318,0.033043373
0.51319,0.033068453
0.5132,0.033093533
0.51321,0.033118613
0.51322,0.033143693
0.51323,0.033168773
0.51324,0.033193853
0.51325,0.033218933
0.51326,0.033244013
0.51327,0.033269093
0.51328,0.033294174
0.51329,0.033319254
0.5133,0.033344334
0.51331,0.033369414
0.51332,0.033394494
0.51333,0.033419575
0.51334,0.033444655
0.51335,0.033469735
0.51336,0.033494816
0.51337,0.033519896
0.51338,0.033544976
0.51339,0.033570057
0.5134,0.033595137
0.51341,0.033620218
0.51342,0.033645298
0.51343,0.033670379
0.51344,0.033695459
0.51345,0.03372054
0.51346,0.03374562
0.51347,0.033770701
0.51348,0.033795781
0.51349,0.033820862
0.5135,0.033845943
0.51351,0.033871023
0.51352,0.033896104
0.51353,0.033921185
0.51354,0.033946265
0.51355,0.033971346
0.51356,0.033996427
0.51357,0.034021508
0.51358,0.034046588
0.51359,0.034071669
0.5136,0.03409675
0.51361,0.034121831
0.51362,0.034146912
0.51363,0.034171993
0.51364,0.034197074
0.51365,0.034222155
0.51366,0.034247236
0.51367,0.034272317
0.51368,0.034297398
0.51369,0.034322479
0.5137,0.03434756
0.51371,0.034372641
0.51372,0.034397722
0.51373,0.034422803
0.51374,0.034447884
0.51375,0.034472965
0.51376,0.034498047
0.51377,0.034523128
0.51378,0.034548209
0.51379,0.03457329
0.5138,0.034598372
0.51381,0.034623453
0.51382,0.034648534
0.51383,0.034673616
0.51384,0.034698697
0.51385,0.034723778
0.51386,0.03474886
0.51387,0.034773941
0.51388,0.034799023
0.51389,0.034824104
0.5139,0.034849186
0.51391,0.034874267
0.51392,0.034899349
0.51393,0.03492443
0.51394,0.034949512
0.51395,0.034974593
0.51396,0.034999675
0.51397,0.035024757
0.51398,0.035049838
0.51399,0.03507492
0.514,0.035100002
0.51401,0.035125084
0.51402,0.035150165
0.51403,0.035175247
0.51404,0.035200329
0.51405,0.035225411
0.51406,0.035250493
0.51407,0.035275574
0.51408,0.035300656
0.51409,0.035325738
0.5141,0.03535082
0.51411,0.035375902
0.51412,0.035400984
0.51413,0.035426066
0.51414,0.035451148
0.51415,0.03547623
0.51416,0.035501312
0.51417,0.035526394
0.51418,0.035551476
0.51419,0.035576559
0.5142,0.035601641
0.51421,0.035626723
0.51422,0.035651805
0.51423,0.035676887
0.51424,0.03570197
0.51425,0.035727052
0.51426,0.035752134
0.51427,0.035777217
0.51428,0.035802299
0.51429,0.035827381
0.5143,0.035852464
0.51431,0.035877546
0.51432,0.035902628
0.51433,0.035927711
0.51434,0.035952793
0.51435,0.035977876
0.51436,0.036002958
0.51437,0.036028041
0.51438,0.036053124
0.51439,0.036078206
0.5144,0.036103289
0.51441,0.036128371
0.51442,0.036153454
0.51443,0.036178537
0.51444,0.036203619
0.51445,0.036228702
0.51446,0.036253785
0.51447,0.036278868
0.51448,0.03630395
0.51449,0.036329033
0.5145,0.036354116
0.51451,0.036379199
0.51452,0.036404282
0.51453,0.036429365
0.51454,0.036454448
0.51455,0.036479531
0.51456,0.036504614
0.51457,0.036529697
0.51458,0.03655478
0.51459,0.036579863
0.5146,0.036604946
0.51461,0.036630029
0.51462,0.036655112
0.51463,0.036680195
0.51464,0.036705278
0.51465,0.036730361
0.51466,0.036755445
0.51467,0.036780528
0.51468,0.036805611
0.51469,0.036830694
0.5147,0.036855778
0.51471,0.036880861
0.51472,0.036905944
0.51473,0.036931028
0.51474,0.036956111
0.51475,0.036981195
0.51476,0.037006278
0.51477,0.037031362
0.51478,0.037056445
0.51479,0.037081529
0.5148,0.037106612
0.51481,0.037131696
0.51482,0.037156779
0.51483,0.037181863
0.51484,0.037206946
0.51485,0.03723203
0.51486,0.037257114
0.51487,0.037282197
0.51488,0.037307281
0.51489,0.037332365
0.5149,0.037357449
0.51491,0.037382532
0.51492,0.037407616
0.51493,0.0374327
0.51494,0.037457784
0.51495,0.037482868
0.51496,0.037507952
0.51497,0.037533036
0.51498,0.03755812
0.51499,0.037583204
0.515,0.037608288
0.51501,0.037633372
0.51502,0.037658456
0.51503,0.03768354
0.51504,0.037708624
0.51505,0.037733708
0.51506,0.037758792
0.51507,0.037783876
0.51508,0.037808961
0.51509,0.037834045
0.5151,0.037859129
0.51511,0.037884213
0.51512,0.037909298
0.51513,0.037934382
0.51514,0.037959466
0.51515,0.037984551
0.51516,0.038009635
0.51517,0.038034719
0.51518,0.038059804
0.51519,0.038084888
0.5152,0.038109973
0.51521,0.038135057
0.51522,0.038160142
0.51523,0.038185226
0.51524,0.038210311
0.51525,0.038235395
0.51526,0.03826048
0.51527,0.038285565
0.51528,0.038310649
0.51529,0.038335734
0.5153,0.038360819
0.51531,0.038385904
0.51532,0.038410988
0.51533,0.038436073
0.51534,0.038461158
0.51535,0.038486243
0.51536,0.038511328
0.51537,0.038536413
0.51538,0.038561497
0.51539,0.038586582
0.5154,0.038611667
0.51541,0.038636752
0.51542,0.038661837
0.51543,0.038686922
0.51544,0.038712007
0.51545,0.038737093
0.51546,0.038762178
0.51547,0.038787263
0.51548,0.038812348
0.51549,0.038837433
0.5155,0.038862518
0.51551,0.038887604
0.51552,0.038912689
0.51553,0.038937774
0.51554,0.038962859
0.51555,0.038987945
0.51556,0.03901303
0.51557,0.039038115
0.51558,0.039063201
0.51559,0.039088286
0.5156,0.039113372
0.51561,0.039138457
0.51562,0.039163543
0.51563,0.039188628
0.51564,0.039213714
0.51565,0.039238799
0.51566,0.039263885
0.51567,0.039288971
0.51568,0.039314056
0.51569,0.039339142
0.5157,0.039364228
0.51571,0.039389313
0.51572,0.039414399
0.51573,0.039439485
0.51574,0.039464571
0.51575,0.039489657
0.51576,0.039514742
0.51577,0.039539828
0.51578,0.039564914
0.51579,0.03959
0.5158,0.039615086
0.51581,0.039640172
0.51582,0.039665258
0.51583,0.039690344
0.51584,0.03971543
0.51585,0.039740516
0.51586,0.039765602
0.51587,0.039790688
0.51588,0.039815774
0.51589,0.039840861
0.5159,0.039865947
0.51591,0.039891033
0.51592,0.039916119
0.51593,0.039941206
0.51594,0.039966292
0.51595,0.039991378
0.51596,0.040016465
0.51597,0.040041551
0.51598,0.040066637
0.51599,0.040091724
0.516,0.04011681
0.51601,0.040141897
0.51602,0.040166983
0.51603,0.04019207
0.51604,0.040217156
0.51605,0.040242243
0.51606,0.040267329
0.51607,0.040292416
0.51608,0.040317503
0.51609,0.040342589
0.5161,0.040367676
0.51611,0.040392763
0.51612,0.04041785
0.51613,0.040442936
0.51614,0.040468023
0.51615,0.04049311
0.51616,0.040518197
0.51617,0.040543284
0.51618,0.040568371
0.51619,0.040593458
0.5162,0.040618544
0.51621,0.040643631
0.51622,0.040668718
0.51623,0.040693806
0.51624,0.040718893
0.51625,0.04074398
0.51626,0.040769067
0.51627,0.040794154
0.51628,0.040819241
0.51629,0.040844328
0.5163,0.040869415
0.51631,0.040894503
0.51632,0.04091959
0.51633,0.040944677
0.51634,0.040969765
0.51635,0.040994852
0.51636,0.041019939
0.51637,0.041045027
0.51638,0.041070114
0.51639,0.041095202
0.5164,0.041120289
0.51641,0.041145376
0.51642,0.041170464
0.51643,0.041195552
0.51644,0.041220639
0.51645,0.041245727
0.51646,0.041270814
0.51647,0.041295902
0.51648,0.04132099
0.51649,0.041346077
0.5165,0.041371165
0.51651,0.041396253
0.51652,0.041421341
0.51653,0.041446428
0.51654,0.041471516
0.51655,0.041496604
0.51656,0.041521692
0.51657,0.04154678
0.51658,0.041571868
0.51659,0.041596956
0.5166,0.041622044
0.51661,0.041647132
0.51662,0.04167222
0.51663,0.041697308
0.51664,0.041722396
0.51665,0.041747484
0.51666,0.041772572
0.51667,0.041797661
0.51668,0.041822749
0.51669,0.041847837
0.5167,0.041872925
0.51671,0.041898014
0.51672,0.041923102
0.51673,0.04194819
0.51674,0.041973279
0.51675,0.041998367
0.51676,0.042023455
0.51677,0.042048544
0.51678,0.042073632
0.51679,0.042098721
0.5168,0.042123809
0.51681,0.042148898
0.51682,0.042173986
0.51683,0.042199075
0.51684,0.042224164
0.51685,0.042249252
0.51686,0.042274341
0.51687,0.04229943
0.51688,0.042324518
0.51689,0.042349607
0.5169,0.042374696
0.51691,0.042399785
0.51692,0.042424874
0.51693,0.042449962
0.51694,0.042475051
0.51695,0.04250014
0.51696,0.042525229
0.51697,0.042550318
0.51698,0.042575407
0.51699,0.042600496
0.517,0.042625585
0.51701,0.042650674
0.51702,0.042675763
0.51703,0.042700852
0.51704,0.042725942
0.51705,0.042751031
0.51706,0.04277612
0.51707,0.042801209
0.51708,0.042826299
0.51709,0.042851388
0.5171,0.042876477
0.51711,0.042901567
0.51712,0.042926656
0.51713,0.042951745
0.51714,0.042976835
0.51715,0.043001924
0.51716,0.043027014
0.51717,0.043052103
0.51718,0.043077193
0.51719,0.043102282
0.5172,0.043127372
0.51721,0.043152461
0.51722,0.043177551
0.51723,0.043202641
0.51724,0.043227731
0.51725,0.04325282
0.51726,0.04327791
0.51727,0.043303
0.51728,0.04332809
0.51729,0.043353179
0.5173,0.043378269
0.51731,0.043403359
0.51732,0.043428449
0.51733,0.043453539
0.51734,0.043478629
0.51735,0.043503719
0.51736,0.043528809
0.51737,0.043553899
0.51738,0.043578989
0.51739,0.043604079
0.5174,0.043629169
0.51741,0.04365426
0.51742,0.04367935
0.51743,0.04370444
0.51744,0.04372953
0.51745,0.043754621
0.51746,0.043779711
0.51747,0.043804801
0.51748,0.043829892
0.51749,0.043854982
0.5175,0.043880072
0.51751,0.043905163
0.51752,0.043930253
0.51753,0.043955344
0.51754,0.043980434
0.51755,0.044005525
0.51756,0.044030615
0.51757,0.044055706
0.51758,0.044080797
0.51759,0.044105887
0.5176,0.044130978
0.51761,0.044156069
0.51762,0.044181159
0.51763,0.04420625
0.51764,0.044231341
0.51765,0.044256432
0.51766,0.044281523
0.51767,0.044306614
0.51768,0.044331704
0.51769,0.044356795
0.5177,0.044381886
0.51771,0.044406977
0.51772,0.044432068
0.51773,0.044457159
0.51774,0.044482251
0.51775,0.044507342
0.51776,0.044532433
0.51777,0.044557524
0.51778,0.044582615
0.51779,0.044607706
0.5178,0.044632798
0.51781,0.044657889
0.51782,0.04468298
0.51783,0.044708072
0.51784,0.044733163
0.51785,0.044758254
0.51786,0.044783346
0.51787,0.044808437
0.51788,0.044833529
0.51789,0.04485862
0.5179,0.044883712
0.51791,0.044908803
0.51792,0.044933895
0.51793,0.044958986
0.51794,0.044984078
0.51795,0.04500917
0.51796,0.045034261
0.51797,0.045059353
0.51798,0.045084445
0.51799,0.045109537
0.518,0.045134628
0.51801,0.04515972
0.51802,0.045184812
0.51803,0.045209904
0.51804,0.045234996
0.51805,0.045260088
0.51806,0.04528518
0.51807,0.045310272
0.51808,0.045335364
0.51809,0.045360456
0.5181,0.045385548
0.51811,0.04541064
0.51812,0.045435732
0.51813,0.045460825
0.51814,0.045485917
0.51815,0.045511009
0.51816,0.045536101
0.51817,0.045561194
0.51818,0.045586286
0.51819,0.045611378
0.5182,0.045636471
0.51821,0.045661563
0.51822,0.045686656
0.51823,0.045711748
0.51824,0.045736841
0.51825,0.045761933
0.51826,0.045787026
0.51827,0.045812118
0.51828,0.045837211
0.51829,0.045862303
0.5183,0.045887396
0.51831,0.045912489
0.51832,0.045937582
0.51833,0.045962674
0.51834,0.045987767
0.51835,0.04601286
0.51836,0.046037953
0.51837,0.046063046
0.51838,0.046088139
0.51839,0.046113232
0.5184,0.046138324
0.51841,0.046163417
0.51842,0.04618851
0.51843,0.046213604
0.51844,0.046238697
0.51845,0.04626379
0.51846,0.046288883
0.51847,0.046313976
0.51848,0.046339069
0.51849,0.046364162
0.5185,0.046389256
0.51851,0.046414349
0.51852,0.046439442
0.51853,0.046464536
0.51854,0.046489629
0.51855,0.046514722
0.51856,0.046539816
0.51857,0.046564909
0.51858,0.046590003
0.51859,0.046615096
0.5186,0.04664019
0.51861,0.046665283
0.51862,0.046690377
0.51863,0.046715471
0.51864,0.046740564
0.51865,0.046765658
0.51866,0.046790752
0.51867,0.046815845
0.51868,0.046840939
0.51869,0.046866033
0.5187,0.046891127
0.51871,0.046916221
0.51872,0.046941315
0.51873,0.046966409
0.51874,0.046991503
0.51875,0.047016597
0.51876,0.047041691
0.51877,0.047066785
0.51878,0.047091879
0.51879,0.047116973
0.5188,0.047142067
0.51881,0.047167161
0.51882,0.047192255
0.51883,0.04721735
0.51884,0.047242444
0.51885,0.047267538
0.51886,0.047292632
0.51887,0.047317727
0.51888,0.047342821
0.51889,0.047367916
0.5189,0.04739301
0.51891,0.047418104
0.51892,0.047443199
0.51893,0.047468293
0.51894,0.047493388
0.51895,0.047518483
0.51896,0.047543577
0.51897,0.047568672
0.51898,0.047593767
0.51899,0.047618861
0.519,0.047643956
0.51901,0.047669051
0.51902,0.047694146
0.51903,0.04771924
0.51904,0.047744335
0.51905,0.04776943
0.51906,0.047794525
0.51907,0.04781962
0.51908,0.047844715
0.51909,0.04786981
0.5191,0.047894905
0.51911,0.04792
0.51912,0.047945095
0.51913,0.04797019
0.51914,0.047995285
0.51915,0.048020381
0.51916,0.048045476
0.51917,0.048070571
0.51918,0.048095666
0.51919,0.048120762
0.5192,0.048145857
0.51921,0.048170952
0.51922,0.048196048
0.51923,0.048221143
0.51924,0.048246239
0.51925,0.048271334
0.51926,0.04829643
0.51927,0.048321525
0.51928,0.048346621
0.51929,0.048371716
0.5193,0.048396812
0.51931,0.048421908
0.51932,0.048447003
0.51933,0.048472099
0.51934,0.048497195
0.51935,0.048522291
0.51936,0.048547386
0.51937,0.048572482
0.51938,0.048597578
0.51939,0.048622674
0.5194,0.04864777
0.51941,0.048672866
0.51942,0.048697962
0.51943,0.048723058
0.51944,0.048748154
0.51945,0.04877325
0.51946,0.048798346
0.51947,0.048823443
0.51948,0.048848539
0.51949,0.048873635
0.5195,0.048898731
0.51951,0.048923827
0.51952,0.048948924
0.51953,0.04897402
0.51954,0.048999117
0.51955,0.049024213
0.51956,0.049049309
0.51957,0.049074406
0.51958,0.049099502
0.51959,0.049124599
0.5196,0.049149695
0.51961,0.049174792
0.51962,0.049199889
0.51963,0.049224985
0.51964,0.049250082
0.51965,0.049275179
0.51966,0.049300275
0.51967,0.049325372
0.51968,0.049350469
0.51969,0.049375566
0.5197,0.049400663
0.51971,0.04942576
0.51972,0.049450857
0.51973,0.049475954
0.51974,0.049501051
0.51975,0.049526148
0.51976,0.049551245
0.51977,0.049576342
0.51978,0.049601439
0.51979,0.049626536
0.5198,0.049651633
0.51981,0.04967673
0.51982,0.049701828
0.51983,0.049726925
0.51984,0.049752022
0.51985,0.04977712
0.51986,0.049802217
0.51987,0.049827314
0.51988,0.049852412
0.51989,0.049877509
0.5199,0.049902607
0.51991,0.049927704
0.51992,0.049952802
0.51993,0.049977899
0.51994,0.050002997
0.51995,0.050028095
0.51996,0.050053192
0.51997,0.05007829
0.51998,0.050103388
0.51999,0.050128486
0.52,0.050153583
0.52001,0.050178681
0.52002,0.050203779
0.52003,0.050228877
0.52004,0.050253975
0.52005,0.050279073
0.52006,0.050304171
0.52007,0.050329269
0.52008,0.050354367
0.52009,0.050379465
0.5201,0.050404563
0.52011,0.050429661
0.52012,0.05045476
0.52013,0.050479858
0.52014,0.050504956
0.52015,0.050530054
0.52016,0.050555153
0.52017,0.050580251
0.52018,0.05060535
0.52019,0.050630448
0.5202,0.050655546
0.52021,0.050680645
0.52022,0.050705743
0.52023,0.050730842
0.52024,0.05075594
0.52025,0.050781039
0.52026,0.050806138
0.52027,0.050831236
0.52028,0.050856335
0.52029,0.050881434
0.5203,0.050906533
0.52031,0.050931631
0.52032,0.05095673
0.52033,0.050981829
0.52034,0.051006928
0.52035,0.051032027
0.52036,0.051057126
0.52037,0.051082225
0.52038,0.051107324
0.52039,0.051132423
0.5204,0.051157522
0.52041,0.051182621
0.52042,0.05120772
0.52043,0.051232819
0.52044,0.051257919
0.52045,0.051283018
0.52046,0.051308117
0.52047,0.051333217
0.52048,0.051358316
0.52049,0.051383415
0.5205,0.051408515
0.52051,0.051433614
0.52052,0.051458714
0.52053,0.051483813
0.52054,0.051508913
0.52055,0.051534012
0.52056,0.051559112
0.52057,0.051584211
0.52058,0.051609311
0.52059,0.051634411
0.5206,0.051659511
0.52061,0.05168461
0.52062,0.05170971
0.52063,0.05173481
0.52064,0.05175991
0.52065,0.05178501
0.52066,0.05181011
0.52067,0.05183521
0.52068,0.05186031
0.52069,0.05188541
0.5207,0.05191051
0.52071,0.05193561
0.52072,0.05196071
0.52073,0.05198581
0.52074,0.05201091
0.52075,0.052036011
0.52076,0.052061111
0.52077,0.052086211
0.52078,0.052111311
0.52079,0.052136412
0.5208,0.052161512
0.52081,0.052186613
0.52082,0.052211713
0.52083,0.052236814
0.52084,0.052261914
0.52085,0.052287015
0.52086,0.052312115
0.52087,0.052337216
0.52088,0.052362316
0.52089,0.052387417
0.5209,0.052412518
0.52091,0.052437619
0.52092,0.052462719
0.52093,0.05248782
0.52094,0.052512921
0.52095,0.052538022
0.52096,0.052563123
0.52097,0.052588224
0.52098,0.052613325
0.52099,0.052638426
0.521,0.052663527
0.52101,0.052688628
0.52102,0.052713729
0.52103,0.05273883
0.52104,0.052763931
0.52105,0.052789033
0.52106,0.052814134
0.52107,0.052839235
0.52108,0.052864336
0.52109,0.052889438
0.5211,0.052914539
0.52111,0.052939641
0.52112,0.052964742
0.52113,0.052989844
0.52114,0.053014945
0.52115,0.053040047
0.52116,0.053065148
0.52117,0.05309025
0.52118,0.053115351
0.52119,0.053140453
0.5212,0.053165555
0.52121,0.053190657
0.52122,0.053215758
0.52123,0.05324086
0.52124,0.053265962
0.52125,0.053291064
0.52126,0.053316166
0.52127,0.053341268
0.52128,0.05336637
0.52129,0.053391472
0.5213,0.053416574
0.52131,0.053441676
0.52132,0.053466778
0.52133,0.05349188
0.52134,0.053516982
0.52135,0.053542085
0.52136,0.053567187
0.52137,0.053592289
0.52138,0.053617392
0.52139,0.053642494
0.5214,0.053667596
0.52141,0.053692699
0.52142,0.053717801
0.52143,0.053742904
0.52144,0.053768006
0.52145,0.053793109
0.52146,0.053818211
0.52147,0.053843314
0.52148,0.053868417
0.52149,0.053893519
0.5215,0.053918622
0.52151,0.053943725
0.52152,0.053968828
0.52153,0.05399393
0.52154,0.054019033
0.52155,0.054044136
0.52156,0.054069239
0.52157,0.054094342
0.52158,0.054119445
0.52159,0.054144548
0.5216,0.054169651
0.52161,0.054194754
0.52162,0.054219857
0.52163,0.054244961
0.52164,0.054270064
0.52165,0.054295167
0.52166,0.05432027
0.52167,0.054345374
0.52168,0.054370477
0.52169,0.05439558
0.5217,0.054420684
0.52171,0.054445787
0.52172,0.054470891
0.52173,0.054495994
0.52174,0.054521098
0.52175,0.054546201
0.52176,0.054571305
0.52177,0.054596409
0.52178,0.054621512
0.52179,0.054646616
0.5218,0.05467172
0.52181,0.054696824
0.52182,0.054721927
0.52183,0.054747031
0.52184,0.054772135
0.52185,0.054797239
0.52186,0.054822343
0.52187,0.054847447
0.52188,0.054872551
0.52189,0.054897655
0.5219,0.054922759
0.52191,0.054947863
0.52192,0.054972968
0.52193,0.054998072
0.52194,0.055023176
0.52195,0.05504828
0.52196,0.055073385
0.52197,0.055098489
0.52198,0.055123593
0.52199,0.055148698
0.522,0.055173802
0.52201,0.055198907
0.52202,0.055224011
0.52203,0.055249116
0.52204,0.05527422
0.52205,0.055299325
0.52206,0.05532443
0.52207,0.055349534
0.52208,0.055374639
0.52209,0.055399744
