probability p,quantile(p)
0.21295,-0.796227184
0.21296,-0.796192769
0.21297,-0.796158354
0.21298,-0.796123941
0.21299,-0.796089529
0.213,-0.796055117
0.21301,-0.796020707
0.21302,-0.795986297
0.21303,-0.795951889
0.21304,-0.795917481
0.21305,-0.795883074
0.21306,-0.795848668
0.21307,-0.795814264
0.21308,-0.79577986
0.21309,-0.795745457
0.2131,-0.795711055
0.21311,-0.795676654
0.21312,-0.795642253
0.21313,-0.795607854
0.21314,-0.795573456
0.21315,-0.795539059
0.21316,-0.795504662
0.21317,-0.795470267
0.21318,-0.795435872
0.21319,-0.795401479
0.2132,-0.795367086
0.21321,-0.795332695
0.21322,-0.795298304
0.21323,-0.795263914
0.21324,-0.795229525
0.21325,-0.795195137
0.21326,-0.79516075
0.21327,-0.795126364
0.21328,-0.795091979
0.21329,-0.795057595
0.2133,-0.795023212
0.21331,-0.79498883
0.21332,-0.794954448
0.21333,-0.794920068
0.21334,-0.794885688
0.21335,-0.79485131
0.21336,-0.794816932
0.21337,-0.794782556
0.21338,-0.79474818
0.21339,-0.794713805
0.2134,-0.794679431
0.21341,-0.794645059
0.21342,-0.794610687
0.21343,-0.794576316
0.21344,-0.794541946
0.21345,-0.794507576
0.21346,-0.794473208
0.21347,-0.794438841
0.21348,-0.794404475
0.21349,-0.794370109
0.2135,-0.794335745
0.21351,-0.794301381
0.21352,-0.794267019
0.21353,-0.794232657
0.21354,-0.794198297
0.21355,-0.794163937
0.21356,-0.794129578
0.21357,-0.79409522
0.21358,-0.794060863
0.21359,-0.794026507
0.2136,-0.793992152
0.21361,-0.793957798
0.21362,-0.793923445
0.21363,-0.793889093
0.21364,-0.793854741
0.21365,-0.793820391
0.21366,-0.793786042
0.21367,-0.793751693
0.21368,-0.793717346
0.21369,-0.793682999
0.2137,-0.793648653
0.21371,-0.793614309
0.21372,-0.793579965
0.21373,-0.793545622
0.21374,-0.79351128
0.21375,-0.793476939
0.21376,-0.793442599
0.21377,-0.79340826
0.21378,-0.793373922
0.21379,-0.793339584
0.2138,-0.793305248
0.21381,-0.793270913
0.21382,-0.793236578
0.21383,-0.793202245
0.21384,-0.793167912
0.21385,-0.79313358
0.21386,-0.79309925
0.21387,-0.79306492
0.21388,-0.793030591
0.21389,-0.792996263
0.2139,-0.792961936
0.21391,-0.79292761
0.21392,-0.792893285
0.21393,-0.792858961
0.21394,-0.792824638
0.21395,-0.792790315
0.21396,-0.792755994
0.21397,-0.792721673
0.21398,-0.792687354
0.21399,-0.792653035
0.214,-0.792618718
0.21401,-0.792584401
0.21402,-0.792550085
0.21403,-0.79251577
0.21404,-0.792481456
0.21405,-0.792447144
0.21406,-0.792412831
0.21407,-0.79237852
0.21408,-0.79234421
0.21409,-0.792309901
0.2141,-0.792275593
0.21411,-0.792241285
0.21412,-0.792206979
0.21413,-0.792172673
0.21414,-0.792138369
0.21415,-0.792104065
0.21416,-0.792069762
0.21417,-0.792035461
0.21418,-0.79200116
0.21419,-0.79196686
0.2142,-0.791932561
0.21421,-0.791898263
0.21422,-0.791863966
0.21423,-0.791829669
0.21424,-0.791795374
0.21425,-0.79176108
0.21426,-0.791726786
0.21427,-0.791692494
0.21428,-0.791658202
0.21429,-0.791623912
0.2143,-0.791589622
0.21431,-0.791555333
0.21432,-0.791521046
0.21433,-0.791486759
0.21434,-0.791452473
0.21435,-0.791418188
0.21436,-0.791383904
0.21437,-0.791349621
0.21438,-0.791315338
0.21439,-0.791281057
0.2144,-0.791246777
0.21441,-0.791212497
0.21442,-0.791178219
0.21443,-0.791143941
0.21444,-0.791109664
0.21445,-0.791075389
0.21446,-0.791041114
0.21447,-0.79100684
0.21448,-0.790972567
0.21449,-0.790938295
0.2145,-0.790904024
0.21451,-0.790869754
0.21452,-0.790835485
0.21453,-0.790801216
0.21454,-0.790766949
0.21455,-0.790732683
0.21456,-0.790698417
0.21457,-0.790664153
0.21458,-0.790629889
0.21459,-0.790595626
0.2146,-0.790561364
0.21461,-0.790527103
0.21462,-0.790492844
0.21463,-0.790458585
0.21464,-0.790424326
0.21465,-0.790390069
0.21466,-0.790355813
0.21467,-0.790321558
0.21468,-0.790287303
0.21469,-0.79025305
0.2147,-0.790218797
0.21471,-0.790184546
0.21472,-0.790150295
0.21473,-0.790116045
0.21474,-0.790081797
0.21475,-0.790047549
0.21476,-0.790013302
0.21477,-0.789979056
0.21478,-0.789944811
0.21479,-0.789910567
0.2148,-0.789876323
0.21481,-0.789842081
0.21482,-0.78980784
0.21483,-0.789773599
0.21484,-0.78973936
0.21485,-0.789705121
0.21486,-0.789670883
0.21487,-0.789636646
0.21488,-0.789602411
0.21489,-0.789568176
0.2149,-0.789533942
0.21491,-0.789499709
0.21492,-0.789465476
0.21493,-0.789431245
0.21494,-0.789397015
0.21495,-0.789362786
0.21496,-0.789328557
0.21497,-0.78929433
0.21498,-0.789260103
0.21499,-0.789225877
0.215,-0.789191653
0.21501,-0.789157429
0.21502,-0.789123206
0.21503,-0.789088984
0.21504,-0.789054763
0.21505,-0.789020543
0.21506,-0.788986324
0.21507,-0.788952105
0.21508,-0.788917888
0.21509,-0.788883672
0.2151,-0.788849456
0.21511,-0.788815241
0.21512,-0.788781028
0.21513,-0.788746815
0.21514,-0.788712603
0.21515,-0.788678392
0.21516,-0.788644182
0.21517,-0.788609973
0.21518,-0.788575765
0.21519,-0.788541558
0.2152,-0.788507352
0.21521,-0.788473146
0.21522,-0.788438942
0.21523,-0.788404739
0.21524,-0.788370536
0.21525,-0.788336334
0.21526,-0.788302134
0.21527,-0.788267934
0.21528,-0.788233735
0.21529,-0.788199537
0.2153,-0.78816534
0.21531,-0.788131144
0.21532,-0.788096948
0.21533,-0.788062754
0.21534,-0.788028561
0.21535,-0.787994368
0.21536,-0.787960177
0.21537,-0.787925986
0.21538,-0.787891797
0.21539,-0.787857608
0.2154,-0.78782342
0.21541,-0.787789233
0.21542,-0.787755047
0.21543,-0.787720862
0.21544,-0.787686678
0.21545,-0.787652495
0.21546,-0.787618312
0.21547,-0.787584131
0.21548,-0.78754995
0.21549,-0.787515771
0.2155,-0.787481592
0.21551,-0.787447415
0.21552,-0.787413238
0.21553,-0.787379062
0.21554,-0.787344887
0.21555,-0.787310713
0.21556,-0.78727654
0.21557,-0.787242368
0.21558,-0.787208196
0.21559,-0.787174026
0.2156,-0.787139856
0.21561,-0.787105688
0.21562,-0.78707152
0.21563,-0.787037354
0.21564,-0.787003188
0.21565,-0.786969023
0.21566,-0.786934859
0.21567,-0.786900696
0.21568,-0.786866534
0.21569,-0.786832373
0.2157,-0.786798213
0.21571,-0.786764053
0.21572,-0.786729895
0.21573,-0.786695737
0.21574,-0.786661581
0.21575,-0.786627425
0.21576,-0.78659327
0.21577,-0.786559117
0.21578,-0.786524964
0.21579,-0.786490812
0.2158,-0.786456661
0.21581,-0.78642251
0.21582,-0.786388361
0.21583,-0.786354213
0.21584,-0.786320065
0.21585,-0.786285919
0.21586,-0.786251773
0.21587,-0.786217629
0.21588,-0.786183485
0.21589,-0.786149342
0.2159,-0.7861152
0.21591,-0.786081059
0.21592,-0.786046919
0.21593,-0.78601278
0.21594,-0.785978642
0.21595,-0.785944504
0.21596,-0.785910368
0.21597,-0.785876233
0.21598,-0.785842098
0.21599,-0.785807964
0.216,-0.785773832
0.21601,-0.7857397
0.21602,-0.785705569
0.21603,-0.785671439
0.21604,-0.78563731
0.21605,-0.785603182
0.21606,-0.785569054
0.21607,-0.785534928
0.21608,-0.785500802
0.21609,-0.785466678
0.2161,-0.785432554
0.21611,-0.785398432
0.21612,-0.78536431
0.21613,-0.785330189
0.21614,-0.785296069
0.21615,-0.78526195
0.21616,-0.785227832
0.21617,-0.785193715
0.21618,-0.785159599
0.21619,-0.785125483
0.2162,-0.785091369
0.21621,-0.785057255
0.21622,-0.785023143
0.21623,-0.784989031
0.21624,-0.78495492
0.21625,-0.78492081
0.21626,-0.784886701
0.21627,-0.784852593
0.21628,-0.784818486
0.21629,-0.78478438
0.2163,-0.784750274
0.21631,-0.78471617
0.21632,-0.784682066
0.21633,-0.784647964
0.21634,-0.784613862
0.21635,-0.784579761
0.21636,-0.784545662
0.21637,-0.784511563
0.21638,-0.784477465
0.21639,-0.784443367
0.2164,-0.784409271
0.21641,-0.784375176
0.21642,-0.784341082
0.21643,-0.784306988
0.21644,-0.784272896
0.21645,-0.784238804
0.21646,-0.784204713
0.21647,-0.784170623
0.21648,-0.784136535
0.21649,-0.784102447
0.2165,-0.784068359
0.21651,-0.784034273
0.21652,-0.784000188
0.21653,-0.783966104
0.21654,-0.78393202
0.21655,-0.783897938
0.21656,-0.783863856
0.21657,-0.783829775
0.21658,-0.783795696
0.21659,-0.783761617
0.2166,-0.783727539
0.21661,-0.783693462
0.21662,-0.783659385
0.21663,-0.78362531
0.21664,-0.783591236
0.21665,-0.783557162
0.21666,-0.78352309
0.21667,-0.783489018
0.21668,-0.783454948
0.21669,-0.783420878
0.2167,-0.783386809
0.21671,-0.783352741
0.21672,-0.783318674
0.21673,-0.783284608
0.21674,-0.783250542
0.21675,-0.783216478
0.21676,-0.783182415
0.21677,-0.783148352
0.21678,-0.783114291
0.21679,-0.78308023
0.2168,-0.78304617
0.21681,-0.783012111
0.21682,-0.782978053
0.21683,-0.782943996
0.21684,-0.78290994
0.21685,-0.782875885
0.21686,-0.78284183
0.21687,-0.782807777
0.21688,-0.782773724
0.21689,-0.782739673
0.2169,-0.782705622
0.21691,-0.782671572
0.21692,-0.782637523
0.21693,-0.782603475
0.21694,-0.782569428
0.21695,-0.782535382
0.21696,-0.782501337
0.21697,-0.782467293
0.21698,-0.782433249
0.21699,-0.782399206
0.217,-0.782365165
0.21701,-0.782331124
0.21702,-0.782297084
0.21703,-0.782263045
0.21704,-0.782229007
0.21705,-0.78219497
0.21706,-0.782160934
0.21707,-0.782126899
0.21708,-0.782092864
0.21709,-0.782058831
0.2171,-0.782024798
0.21711,-0.781990767
0.21712,-0.781956736
0.21713,-0.781922706
0.21714,-0.781888677
0.21715,-0.781854649
0.21716,-0.781820622
0.21717,-0.781786596
0.21718,-0.78175257
0.21719,-0.781718546
0.2172,-0.781684522
0.21721,-0.7816505
0.21722,-0.781616478
0.21723,-0.781582457
0.21724,-0.781548437
0.21725,-0.781514418
0.21726,-0.7814804
0.21727,-0.781446383
0.21728,-0.781412367
0.21729,-0.781378351
0.2173,-0.781344337
0.21731,-0.781310323
0.21732,-0.78127631
0.21733,-0.781242299
0.21734,-0.781208288
0.21735,-0.781174278
0.21736,-0.781140269
0.21737,-0.781106261
0.21738,-0.781072253
0.21739,-0.781038247
0.2174,-0.781004242
0.21741,-0.780970237
0.21742,-0.780936233
0.21743,-0.780902231
0.21744,-0.780868229
0.21745,-0.780834228
0.21746,-0.780800228
0.21747,-0.780766229
0.21748,-0.780732231
0.21749,-0.780698233
0.2175,-0.780664237
0.21751,-0.780630241
0.21752,-0.780596247
0.21753,-0.780562253
0.21754,-0.78052826
0.21755,-0.780494268
0.21756,-0.780460277
0.21757,-0.780426287
0.21758,-0.780392298
0.21759,-0.78035831
0.2176,-0.780324322
0.21761,-0.780290336
0.21762,-0.78025635
0.21763,-0.780222365
0.21764,-0.780188382
0.21765,-0.780154399
0.21766,-0.780120417
0.21767,-0.780086436
0.21768,-0.780052455
0.21769,-0.780018476
0.2177,-0.779984498
0.21771,-0.77995052
0.21772,-0.779916544
0.21773,-0.779882568
0.21774,-0.779848593
0.21775,-0.779814619
0.21776,-0.779780646
0.21777,-0.779746674
0.21778,-0.779712703
0.21779,-0.779678733
0.2178,-0.779644763
0.21781,-0.779610795
0.21782,-0.779576827
0.21783,-0.779542861
0.21784,-0.779508895
0.21785,-0.77947493
0.21786,-0.779440966
0.21787,-0.779407003
0.21788,-0.779373041
0.21789,-0.779339079
0.2179,-0.779305119
0.21791,-0.779271159
0.21792,-0.779237201
0.21793,-0.779203243
0.21794,-0.779169286
0.21795,-0.77913533
0.21796,-0.779101375
0.21797,-0.779067421
0.21798,-0.779033468
0.21799,-0.778999516
0.218,-0.778965564
0.21801,-0.778931614
0.21802,-0.778897664
0.21803,-0.778863715
0.21804,-0.778829768
0.21805,-0.778795821
0.21806,-0.778761875
0.21807,-0.77872793
0.21808,-0.778693985
0.21809,-0.778660042
0.2181,-0.7786261
0.21811,-0.778592158
0.21812,-0.778558217
0.21813,-0.778524278
0.21814,-0.778490339
0.21815,-0.778456401
0.21816,-0.778422464
0.21817,-0.778388528
0.21818,-0.778354592
0.21819,-0.778320658
0.2182,-0.778286724
0.21821,-0.778252792
0.21822,-0.77821886
0.21823,-0.778184929
0.21824,-0.778151
0.21825,-0.778117071
0.21826,-0.778083142
0.21827,-0.778049215
0.21828,-0.778015289
0.21829,-0.777981364
0.2183,-0.777947439
0.21831,-0.777913515
0.21832,-0.777879593
0.21833,-0.777845671
0.21834,-0.77781175
0.21835,-0.77777783
0.21836,-0.777743911
0.21837,-0.777709992
0.21838,-0.777676075
0.21839,-0.777642159
0.2184,-0.777608243
0.21841,-0.777574328
0.21842,-0.777540415
0.21843,-0.777506502
0.21844,-0.77747259
0.21845,-0.777438679
0.21846,-0.777404768
0.21847,-0.777370859
0.21848,-0.777336951
0.21849,-0.777303043
0.2185,-0.777269137
0.21851,-0.777235231
0.21852,-0.777201326
0.21853,-0.777167422
0.21854,-0.777133519
0.21855,-0.777099617
0.21856,-0.777065716
0.21857,-0.777031815
0.21858,-0.776997916
0.21859,-0.776964017
0.2186,-0.776930119
0.21861,-0.776896223
0.21862,-0.776862327
0.21863,-0.776828432
0.21864,-0.776794538
0.21865,-0.776760644
0.21866,-0.776726752
0.21867,-0.776692861
0.21868,-0.77665897
0.21869,-0.77662508
0.2187,-0.776591192
0.21871,-0.776557304
0.21872,-0.776523417
0.21873,-0.776489531
0.21874,-0.776455645
0.21875,-0.776421761
0.21876,-0.776387878
0.21877,-0.776353995
0.21878,-0.776320114
0.21879,-0.776286233
0.2188,-0.776252353
0.21881,-0.776218474
0.21882,-0.776184596
0.21883,-0.776150719
0.21884,-0.776116842
0.21885,-0.776082967
0.21886,-0.776049093
0.21887,-0.776015219
0.21888,-0.775981346
0.21889,-0.775947474
0.2189,-0.775913603
0.21891,-0.775879733
0.21892,-0.775845864
0.21893,-0.775811996
0.21894,-0.775778128
0.21895,-0.775744262
0.21896,-0.775710396
0.21897,-0.775676532
0.21898,-0.775642668
0.21899,-0.775608805
0.219,-0.775574943
0.21901,-0.775541082
0.21902,-0.775507221
0.21903,-0.775473362
0.21904,-0.775439503
0.21905,-0.775405646
0.21906,-0.775371789
0.21907,-0.775337933
0.21908,-0.775304078
0.21909,-0.775270224
0.2191,-0.775236371
0.21911,-0.775202519
0.21912,-0.775168668
0.21913,-0.775134817
0.21914,-0.775100967
0.21915,-0.775067119
0.21916,-0.775033271
0.21917,-0.774999424
0.21918,-0.774965578
0.21919,-0.774931733
0.2192,-0.774897888
0.21921,-0.774864045
0.21922,-0.774830202
0.21923,-0.774796361
0.21924,-0.77476252
0.21925,-0.77472868
0.21926,-0.774694841
0.21927,-0.774661003
0.21928,-0.774627166
0.21929,-0.77459333
0.2193,-0.774559494
0.21931,-0.77452566
0.21932,-0.774491826
0.21933,-0.774457993
0.21934,-0.774424162
0.21935,-0.774390331
0.21936,-0.774356501
0.21937,-0.774322671
0.21938,-0.774288843
0.21939,-0.774255016
0.2194,-0.774221189
0.21941,-0.774187363
0.21942,-0.774153539
0.21943,-0.774119715
0.21944,-0.774085892
0.21945,-0.77405207
0.21946,-0.774018248
0.21947,-0.773984428
0.21948,-0.773950609
0.21949,-0.77391679
0.2195,-0.773882972
0.21951,-0.773849155
0.21952,-0.773815339
0.21953,-0.773781524
0.21954,-0.77374771
0.21955,-0.773713897
0.21956,-0.773680085
0.21957,-0.773646273
0.21958,-0.773612463
0.21959,-0.773578653
0.2196,-0.773544844
0.21961,-0.773511036
0.21962,-0.773477229
0.21963,-0.773443423
0.21964,-0.773409617
0.21965,-0.773375813
0.21966,-0.773342009
0.21967,-0.773308207
0.21968,-0.773274405
0.21969,-0.773240604
0.2197,-0.773206804
0.21971,-0.773173005
0.21972,-0.773139207
0.21973,-0.773105409
0.21974,-0.773071613
0.21975,-0.773037817
0.21976,-0.773004023
0.21977,-0.772970229
0.21978,-0.772936436
0.21979,-0.772902644
0.2198,-0.772868853
0.21981,-0.772835062
0.21982,-0.772801273
0.21983,-0.772767484
0.21984,-0.772733697
0.21985,-0.77269991
0.21986,-0.772666124
0.21987,-0.772632339
0.21988,-0.772598555
0.21989,-0.772564772
0.2199,-0.772530989
0.21991,-0.772497208
0.21992,-0.772463427
0.21993,-0.772429648
0.21994,-0.772395869
0.21995,-0.772362091
0.21996,-0.772328314
0.21997,-0.772294537
0.21998,-0.772260762
0.21999,-0.772226988
0.22,-0.772193214
0.22001,-0.772159442
0.22002,-0.77212567
0.22003,-0.772091899
0.22004,-0.772058129
0.22005,-0.77202436
0.22006,-0.771990591
0.22007,-0.771956824
0.22008,-0.771923058
0.22009,-0.771889292
0.2201,-0.771855527
0.22011,-0.771821763
0.22012,-0.771788
0.22013,-0.771754238
0.22014,-0.771720477
0.22015,-0.771686717
0.22016,-0.771652957
0.22017,-0.771619199
0.22018,-0.771585441
0.22019,-0.771551684
0.2202,-0.771517928
0.22021,-0.771484173
0.22022,-0.771450419
0.22023,-0.771416666
0.22024,-0.771382913
0.22025,-0.771349162
0.22026,-0.771315411
0.22027,-0.771281661
0.22028,-0.771247912
0.22029,-0.771214164
0.2203,-0.771180417
0.22031,-0.771146671
0.22032,-0.771112925
0.22033,-0.771079181
0.22034,-0.771045437
0.22035,-0.771011694
0.22036,-0.770977952
0.22037,-0.770944211
0.22038,-0.770910471
0.22039,-0.770876732
0.2204,-0.770842994
0.22041,-0.770809256
0.22042,-0.77077552
0.22043,-0.770741784
0.22044,-0.770708049
0.22045,-0.770674315
0.22046,-0.770640582
0.22047,-0.77060685
0.22048,-0.770573118
0.22049,-0.770539388
0.2205,-0.770505658
0.22051,-0.770471929
0.22052,-0.770438202
0.22053,-0.770404475
0.22054,-0.770370748
0.22055,-0.770337023
0.22056,-0.770303299
0.22057,-0.770269575
0.22058,-0.770235853
0.22059,-0.770202131
0.2206,-0.77016841
0.22061,-0.77013469
0.22062,-0.770100971
0.22063,-0.770067253
0.22064,-0.770033536
0.22065,-0.769999819
0.22066,-0.769966103
0.22067,-0.769932389
0.22068,-0.769898675
0.22069,-0.769864962
0.2207,-0.76983125
0.22071,-0.769797539
0.22072,-0.769763828
0.22073,-0.769730119
0.22074,-0.76969641
0.22075,-0.769662703
0.22076,-0.769628996
0.22077,-0.76959529
0.22078,-0.769561585
0.22079,-0.76952788
0.2208,-0.769494177
0.22081,-0.769460475
0.22082,-0.769426773
0.22083,-0.769393072
0.22084,-0.769359372
0.22085,-0.769325673
0.22086,-0.769291975
0.22087,-0.769258278
0.22088,-0.769224582
0.22089,-0.769190886
0.2209,-0.769157192
0.22091,-0.769123498
0.22092,-0.769089805
0.22093,-0.769056113
0.22094,-0.769022422
0.22095,-0.768988732
0.22096,-0.768955042
0.22097,-0.768921354
0.22098,-0.768887666
0.22099,-0.768853979
0.221,-0.768820293
0.22101,-0.768786608
0.22102,-0.768752924
0.22103,-0.768719241
0.22104,-0.768685559
0.22105,-0.768651877
0.22106,-0.768618196
0.22107,-0.768584517
0.22108,-0.768550838
0.22109,-0.76851716
0.2211,-0.768483483
0.22111,-0.768449806
0.22112,-0.768416131
0.22113,-0.768382456
0.22114,-0.768348783
0.22115,-0.76831511
0.22116,-0.768281438
0.22117,-0.768247767
0.22118,-0.768214097
0.22119,-0.768180427
0.2212,-0.768146759
0.22121,-0.768113091
0.22122,-0.768079425
0.22123,-0.768045759
0.22124,-0.768012094
0.22125,-0.76797843
0.22126,-0.767944766
0.22127,-0.767911104
0.22128,-0.767877443
0.22129,-0.767843782
0.2213,-0.767810122
0.22131,-0.767776463
0.22132,-0.767742805
0.22133,-0.767709148
0.22134,-0.767675492
0.22135,-0.767641837
0.22136,-0.767608182
0.22137,-0.767574528
0.22138,-0.767540876
0.22139,-0.767507224
0.2214,-0.767473573
0.22141,-0.767439922
0.22142,-0.767406273
0.22143,-0.767372625
0.22144,-0.767338977
0.22145,-0.76730533
0.22146,-0.767271684
0.22147,-0.767238039
0.22148,-0.767204395
0.22149,-0.767170752
0.2215,-0.76713711
0.22151,-0.767103468
0.22152,-0.767069828
0.22153,-0.767036188
0.22154,-0.767002549
0.22155,-0.766968911
0.22156,-0.766935274
0.22157,-0.766901638
0.22158,-0.766868002
0.22159,-0.766834368
0.2216,-0.766800734
0.22161,-0.766767101
0.22162,-0.766733469
0.22163,-0.766699838
0.22164,-0.766666208
0.22165,-0.766632578
0.22166,-0.76659895
0.22167,-0.766565322
0.22168,-0.766531696
0.22169,-0.76649807
0.2217,-0.766464445
0.22171,-0.766430821
0.22172,-0.766397197
0.22173,-0.766363575
0.22174,-0.766329953
0.22175,-0.766296333
0.22176,-0.766262713
0.22177,-0.766229094
0.22178,-0.766195476
0.22179,-0.766161858
0.2218,-0.766128242
0.22181,-0.766094627
0.22182,-0.766061012
0.22183,-0.766027398
0.22184,-0.765993785
0.22185,-0.765960173
0.22186,-0.765926562
0.22187,-0.765892952
0.22188,-0.765859342
0.22189,-0.765825734
0.2219,-0.765792126
0.22191,-0.765758519
0.22192,-0.765724913
0.22193,-0.765691308
0.22194,-0.765657704
0.22195,-0.765624101
0.22196,-0.765590498
0.22197,-0.765556896
0.22198,-0.765523296
0.22199,-0.765489696
0.222,-0.765456097
0.22201,-0.765422498
0.22202,-0.765388901
0.22203,-0.765355305
0.22204,-0.765321709
0.22205,-0.765288114
0.22206,-0.76525452
0.22207,-0.765220927
0.22208,-0.765187335
0.22209,-0.765153744
0.2221,-0.765120154
0.22211,-0.765086564
0.22212,-0.765052975
0.22213,-0.765019388
0.22214,-0.764985801
0.22215,-0.764952214
0.22216,-0.764918629
0.22217,-0.764885045
0.22218,-0.764851461
0.22219,-0.764817879
0.2222,-0.764784297
0.22221,-0.764750716
0.22222,-0.764717136
0.22223,-0.764683557
0.22224,-0.764649978
0.22225,-0.764616401
0.22226,-0.764582824
0.22227,-0.764549249
0.22228,-0.764515674
0.22229,-0.7644821
0.2223,-0.764448526
0.22231,-0.764414954
0.22232,-0.764381383
0.22233,-0.764347812
0.22234,-0.764314242
0.22235,-0.764280673
0.22236,-0.764247105
0.22237,-0.764213538
0.22238,-0.764179972
0.22239,-0.764146407
0.2224,-0.764112842
0.22241,-0.764079278
0.22242,-0.764045716
0.22243,-0.764012154
0.22244,-0.763978592
0.22245,-0.763945032
0.22246,-0.763911473
0.22247,-0.763877914
0.22248,-0.763844357
0.22249,-0.7638108
0.2225,-0.763777244
0.22251,-0.763743689
0.22252,-0.763710135
0.22253,-0.763676581
0.22254,-0.763643029
0.22255,-0.763609477
0.22256,-0.763575926
0.22257,-0.763542376
0.22258,-0.763508827
0.22259,-0.763475279
0.2226,-0.763441732
0.22261,-0.763408185
0.22262,-0.763374639
0.22263,-0.763341095
0.22264,-0.763307551
0.22265,-0.763274008
0.22266,-0.763240466
0.22267,-0.763206924
0.22268,-0.763173384
0.22269,-0.763139844
0.2227,-0.763106305
0.22271,-0.763072767
0.22272,-0.76303923
0.22273,-0.763005694
0.22274,-0.762972159
0.22275,-0.762938624
0.22276,-0.762905091
0.22277,-0.762871558
0.22278,-0.762838026
0.22279,-0.762804495
0.2228,-0.762770965
0.22281,-0.762737435
0.22282,-0.762703907
0.22283,-0.762670379
0.22284,-0.762636853
0.22285,-0.762603327
0.22286,-0.762569802
0.22287,-0.762536277
0.22288,-0.762502754
0.22289,-0.762469232
0.2229,-0.76243571
0.22291,-0.762402189
0.22292,-0.762368669
0.22293,-0.76233515
0.22294,-0.762301632
0.22295,-0.762268115
0.22296,-0.762234598
0.22297,-0.762201083
0.22298,-0.762167568
0.22299,-0.762134054
0.223,-0.762100541
0.22301,-0.762067029
0.22302,-0.762033517
0.22303,-0.762000007
0.22304,-0.761966497
0.22305,-0.761932989
0.22306,-0.761899481
0.22307,-0.761865974
0.22308,-0.761832467
0.22309,-0.761798962
0.2231,-0.761765458
0.22311,-0.761731954
0.22312,-0.761698451
0.22313,-0.761664949
0.22314,-0.761631448
0.22315,-0.761597948
0.22316,-0.761564448
0.22317,-0.76153095
0.22318,-0.761497452
0.22319,-0.761463956
0.2232,-0.76143046
0.22321,-0.761396964
0.22322,-0.76136347
0.22323,-0.761329977
0.22324,-0.761296484
0.22325,-0.761262993
0.22326,-0.761229502
0.22327,-0.761196012
0.22328,-0.761162523
0.22329,-0.761129034
0.2233,-0.761095547
0.22331,-0.76106206
0.22332,-0.761028575
0.22333,-0.76099509
0.22334,-0.760961606
0.22335,-0.760928123
0.22336,-0.76089464
0.22337,-0.760861159
0.22338,-0.760827678
0.22339,-0.760794199
0.2234,-0.76076072
0.22341,-0.760727242
0.22342,-0.760693765
0.22343,-0.760660288
0.22344,-0.760626813
0.22345,-0.760593338
0.22346,-0.760559864
0.22347,-0.760526392
0.22348,-0.760492919
0.22349,-0.760459448
0.2235,-0.760425978
0.22351,-0.760392508
0.22352,-0.76035904
0.22353,-0.760325572
0.22354,-0.760292105
0.22355,-0.760258639
0.22356,-0.760225174
0.22357,-0.760191709
0.22358,-0.760158246
0.22359,-0.760124783
0.2236,-0.760091321
0.22361,-0.76005786
0.22362,-0.7600244
0.22363,-0.759990941
0.22364,-0.759957482
0.22365,-0.759924025
0.22366,-0.759890568
0.22367,-0.759857112
0.22368,-0.759823657
0.22369,-0.759790203
0.2237,-0.75975675
0.22371,-0.759723297
0.22372,-0.759689845
0.22373,-0.759656395
0.22374,-0.759622945
0.22375,-0.759589496
0.22376,-0.759556047
0.22377,-0.7595226
0.22378,-0.759489153
0.22379,-0.759455708
0.2238,-0.759422263
0.22381,-0.759388819
0.22382,-0.759355376
0.22383,-0.759321934
0.22384,-0.759288492
0.22385,-0.759255052
0.22386,-0.759221612
0.22387,-0.759188173
0.22388,-0.759154735
0.22389,-0.759121298
0.2239,-0.759087861
0.22391,-0.759054426
0.22392,-0.759020991
0.22393,-0.758987557
0.22394,-0.758954124
0.22395,-0.758920692
0.22396,-0.758887261
0.22397,-0.758853831
0.22398,-0.758820401
0.22399,-0.758786972
0.224,-0.758753545
0.22401,-0.758720117
0.22402,-0.758686691
0.22403,-0.758653266
0.22404,-0.758619842
0.22405,-0.758586418
0.22406,-0.758552995
0.22407,-0.758519573
0.22408,-0.758486152
0.22409,-0.758452732
0.2241,-0.758419312
0.22411,-0.758385894
0.22412,-0.758352476
0.22413,-0.758319059
0.22414,-0.758285643
0.22415,-0.758252228
0.22416,-0.758218814
0.22417,-0.7581854
0.22418,-0.758151988
0.22419,-0.758118576
0.2242,-0.758085165
0.22421,-0.758051755
0.22422,-0.758018346
0.22423,-0.757984937
0.22424,-0.75795153
0.22425,-0.757918123
0.22426,-0.757884717
0.22427,-0.757851312
0.22428,-0.757817908
0.22429,-0.757784505
0.2243,-0.757751102
0.22431,-0.757717701
0.22432,-0.7576843
0.22433,-0.7576509
0.22434,-0.757617501
0.22435,-0.757584103
0.22436,-0.757550705
0.22437,-0.757517309
0.22438,-0.757483913
0.22439,-0.757450518
0.2244,-0.757417124
0.22441,-0.757383731
0.22442,-0.757350339
0.22443,-0.757316947
0.22444,-0.757283557
0.22445,-0.757250167
0.22446,-0.757216778
0.22447,-0.75718339
0.22448,-0.757150003
0.22449,-0.757116616
0.2245,-0.757083231
0.22451,-0.757049846
0.22452,-0.757016462
0.22453,-0.756983079
0.22454,-0.756949697
0.22455,-0.756916315
0.22456,-0.756882935
0.22457,-0.756849555
0.22458,-0.756816176
0.22459,-0.756782798
0.2246,-0.756749421
